quote,author,tags,combined
"“tell your heart that the fear of suffering is worse than the suffering itself. and that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with god and with eternity.”","paulo coelho,","['fear', 'suffering']","“tell your heart that the fear of suffering is worse than the suffering itself. and that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with god and with eternity.” - paulo coelho, [fear, suffering]"
"“be grateful for what you already have while you pursue your goals. if you arenâ€™t grateful for what you already have, what makes you think you would be happy with more.”","roy t. bennett,","['goal', 'goals', 'gratitude', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']","“be grateful for what you already have while you pursue your goals. if you arenâ€™t grateful for what you already have, what makes you think you would be happy with more.” - roy t. bennett, [goal, goals, gratitude, happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, leader, leadership, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking]"
“i dream my painting and i paint my dream.”,vincent willem van gogh,"['art', 'dreams', 'inspiration', 'painting']","“i dream my painting and i paint my dream.” - vincent willem van gogh [art, dreams, inspiration, painting]"
“forever is composed of nows.”,emily dickinson,"['carpe-diem', 'live-in-the-moment']","“forever is composed of nows.” - emily dickinson [carpe-diem, live-in-the-moment]"
"“once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.”",leonardo da vinci,"['flight', 'flying', 'inspirational']","“once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.” - leonardo da vinci [flight, flying, inspirational]"
"“education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.”",oscar wilde,['education-knowledge'],"“education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.” - oscar wilde [education-knowledge]"
“this is your life and its ending one moment at a time.”,"chuck palahniuk,",['life'],"“this is your life and its ending one moment at a time.” - chuck palahniuk, [life]"
"“if you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.”","lemony snicket,",['humor-cats-allergies'],"“if you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.” - lemony snicket, [humor-cats-allergies]"
"“people are more difficult to work with than machines. and when you break a person, he can't be fixed.”","rick riordan,","['machines', 'people']","“people are more difficult to work with than machines. and when you break a person, he can't be fixed.” - rick riordan, [machines, people]"
"“the thing about growing up with fred and george,"" said ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.”","j. k. rowling,","['ginny-weasley', 'inspirational']","“the thing about growing up with fred and george,"" said ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.” - j. k. rowling, [ginny-weasley, inspirational]"
"“treat everyone with politeness and kindness, not because they are nice, but because you are.”","roy t. bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'kind', 'kindness', 'life', 'life-quotes', 'living-life']","“treat everyone with politeness and kindness, not because they are nice, but because you are.” - roy t. bennett, [inspiration, inspirational, inspirational-quotes, kind, kindness, life, life-quotes, living-life]"
"“things we lose have a way of coming back to us in the end, if not always in the way we expect.”","jk rowling,","['death', 'love']","“things we lose have a way of coming back to us in the end, if not always in the way we expect.” - jk rowling, [death, love]"
“books have a unique way of stopping time in a particular moment and saying: letâ€™s not forget this.”,dave eggers,"['books', 'time']","“books have a unique way of stopping time in a particular moment and saying: letâ€™s not forget this.” - dave eggers [books, time]"
“start each day with a positive thought and a grateful heart.”,"roy t. bennett,","['gratitude', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']","“start each day with a positive thought and a grateful heart.” - roy t. bennett, [gratitude, heart, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, thoughts]"
"“believe in your heartbelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles.”","roy t. bennett,","['believe', 'heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'magic', 'miracles', 'optimism', 'optimistic', 'passion', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose']","“believe in your heartbelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles.” - roy t. bennett, [believe, heart, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, magic, miracles, optimism, optimistic, passion, positive, positive-affirmation, positive-life, positive-thinking, purpose]"
